CLIENT_ID,CLIENT_FIRST_NAME,CLIENT_LAST_NAME,CAR,CLAIM,dealerId,delaerOrderId
399.0,Caroline,Macedo,Yuan,Regenerative braking issues,27.0,000399
400.0,Mirella,Azevedo,Dolphin,Overheating of battery,8.0,000400
401.0,Clara,Mendonça,Seal,Battery management system failure,3.0,000401
402.0,Marina,Borges,Yuan,Charging issues,10.0,000402
403.0,Laura,Moura,Tan,Electrical system faults,8.0,000403
404.0,Leandro,Souza,Dolphin,Brake system maintenance,17.0,000404
405.0,Davi Luiz,Sales,Yuan,Windshield replacement,3.0,000405
406.0,Yasmin,Porto,Dolphin,Inverter problems,12.0,000406
407.0,Calebe,Pires,Dolphin,Charging issues,45.0,000407
408.0,Kevin,Cunha,Tan,Battery management system failure,29.0,000408
409.0,Ana Vitória,Dias,Dolphin,Regenerative braking issues,38.0,000409
410.0,Ayla,Casa Grande,Tan,Tire replacement,38.0,000410
411.0,Hellena,Moura,Tan,Wiring problems,5.0,000411
412.0,Antonella,Câmara,Tan,Vehicle control system failures,26.0,000412
413.0,Arthur Miguel,Dias,Dolphin,Inverter problems,6.0,000413
414.0,Maria Alice,Mendonça,Dolphin,Range anxiety,25.0,000414
415.0,Davi Luiz,Sousa,Seal,Overheating of battery,2.0,000415
416.0,Rhavi,Nascimento,Yuan,Cooling system issues,1.0,000416
417.0,Augusto,Abreu,Dolphin,Vehicle control system failures,49.0,000417
418.0,João,Aparecida,Dolphin,Battery management system failure,12.0,000418
419.0,Ágatha,Barros,Dolphin,Electric motor failure,3.0,000419
420.0,Maria Flor,Siqueira,Yuan,Electrical system faults,44.0,000420
421.0,Milena,Carvalho,Dolphin,Cooling system issues,26.0,000421
422.0,Liam,Oliveira,Dolphin,Battery degradation,50.0,000422
423.0,Ana Sophia,Ferreira,Seal,Charging port issues,20.0,000423
424.0,Mathias,Fernandes,Han,Suspension problems,18.0,000424
425.0,Rafael,Montenegro,Dolphin,Suspension problems,26.0,000425
426.0,João,Cunha,Dolphin,Battery degradation,12.0,000426
427.0,João Miguel,Fonseca,Dolphin,Electrical system faults,31.0,000427
428.0,Liz,Barros,Yuan,Regenerative braking issues,43.0,000428
429.0,Bento,Porto,Dolphin,Regenerative braking issues,28.0,000429
430.0,Eloah,Rezende,Tan,Battery management system failure,22.0,000430
431.0,Lara,da Mata,Han,Range anxiety,34.0,000431
432.0,Henry Gabriel,Câmara,Dolphin,Electric motor failure,17.0,000432
433.0,Daniela,Barros,Dolphin,Windshield replacement,33.0,000433
434.0,Juliana,Nogueira,Dolphin,Cooling system issues,14.0,000434
435.0,Maria Fernanda,Machado,Han,Inconsistent charging,42.0,000435
436.0,Apollo,da Cruz,Tan,Overheating of battery,11.0,000436
437.0,Igor,Silveira,Tan,Charging issues,16.0,000437
438.0,Stephany,Rocha,Dolphin,Brake system maintenance,45.0,000438
439.0,Thiago,Sousa,Dolphin,Software glitches,28.0,000439
440.0,Luísa,Peixoto,Yuan,Charging issues,16.0,000440
441.0,Emilly,Rocha,Yuan,Electrical system faults,23.0,000441
442.0,Maria Luísa,Monteiro,Dolphin,Charging port issues,28.0,000442
443.0,Aylla,Pinto,Han,Overheating of battery,38.0,000443
444.0,Ana Carolina,Leão,Dolphin,Windshield replacement,20.0,000444
445.0,Nicolas,Fonseca,Yuan,Cabin filter replacement,9.0,000445
446.0,Henry Gabriel,Fogaça,Yuan,Inverter problems,28.0,000446
447.0,José,Abreu,Tan,Battery degradation,22.0,000447
448.0,Yan,Vieira,Dolphin,Charging issues,25.0,000448
449.0,Laís,Viana,Yuan,Electric motor failure,2.0,000449
450.0,Heloísa,Marques,Dolphin,Regenerative braking issues,45.0,000450
451.0,Enzo,Cassiano,Dolphin,Battery degradation,6.0,000451
452.0,Júlia,Montenegro,Dolphin,Regenerative braking issues,35.0,000452
453.0,Pietra,Lima,Dolphin,Charging issues,28.0,000453
454.0,Ana Liz,Oliveira,Dolphin,Overheating of battery,29.0,000454
455.0,Melissa,Teixeira,Yuan,Software glitches,4.0,000455
456.0,Daniel,Santos,Dolphin,Battery degradation,38.0,000456
457.0,Ana Lívia,Mendes,Yuan,Inverter problems,6.0,000457
458.0,Rebeca,da Luz,Dolphin,Electric motor failure,21.0,000458
459.0,Maria,Abreu,Dolphin,Range anxiety,4.0,000459
460.0,Carlos Eduardo,Cassiano,Yuan,Electric motor failure,17.0,000460
461.0,Catarina,Vargas,Tan,Inverter problems,50.0,000461
462.0,Yago,Cassiano,Han,Battery management system failure,11.0,000462
463.0,Caroline,Montenegro,Dolphin,Charging issues,34.0,000463
464.0,Anthony Gabriel,Novaes,Dolphin,Battery degradation,44.0,000464
465.0,Carlos Eduardo,Vieira,Han,Charging port issues,41.0,000465
466.0,Cauê,Nunes,Dolphin,Overheating of battery,43.0,000466
467.0,Lavínia,Monteiro,Dolphin,Range anxiety,1.0,000467
468.0,Guilherme,da Luz,Dolphin,Electric motor failure,26.0,000468
469.0,Beatriz,da Cruz,Dolphin,Range anxiety,44.0,000469
470.0,Enzo,Araújo,Dolphin,Battery management system failure,35.0,000470
471.0,Miguel,Camargo,Dolphin,Electric motor failure,28.0,000471
472.0,Leandro,Aparecida,Tan,Range anxiety,5.0,000472
473.0,Caroline,Pires,Seal,Battery degradation,24.0,000473
474.0,Aylla,Melo,Dolphin,Battery management system failure,46.0,000474
475.0,Bruno,Farias,Dolphin,Electric motor failure,35.0,000475
476.0,Yan,Novais,Dolphin,Range anxiety,36.0,000476
477.0,Maria Júlia,Viana,Yuan,Regenerative braking issues,6.0,000477
478.0,Cecília,Cavalcante,Yuan,Regenerative braking issues,37.0,000478
479.0,Camila,Gonçalves,Yuan,Battery management system failure,25.0,000479
480.0,Guilherme,Mendes,Dolphin,Inconsistent charging,15.0,000480
481.0,Maria Flor,Porto,Dolphin,Software glitches,4.0,000481
482.0,Gabriel,Moreira,Dolphin,Brake system maintenance,42.0,000482
483.0,Vitor Hugo,Mendonça,Yuan,Software glitches,46.0,000483
484.0,Levi,Gomes,Yuan,Charging issues,42.0,000484
485.0,Maria Liz,Abreu,Dolphin,Cooling system issues,38.0,000485
486.0,Gabriel,da Mata,Dolphin,Electric motor failure,24.0,000486
487.0,Matteo,Cardoso,Dolphin,Charging port issues,25.0,000487
488.0,Antônio,Lima,Dolphin,Charging port issues,8.0,000488
489.0,Raul,Moura,Dolphin,Windshield replacement,33.0,000489
490.0,Giovanna,Sá,Yuan,Tire replacement,38.0,000490
491.0,João Miguel,Jesus,Dolphin,Software glitches,14.0,000491
492.0,Davi,Gonçalves,Dolphin,Electric motor failure,7.0,000492
493.0,Murilo,da Conceição,Han,Windshield replacement,37.0,000493
494.0,Stephany,Cardoso,Dolphin,Electrical system faults,42.0,000494
495.0,Julia,Aparecida,Dolphin,Charging port issues,20.0,000495
496.0,Ana Cecília,Dias,Yuan,Charging issues,47.0,000496
497.0,Alexandre,Santos,Yuan,Inverter problems,7.0,000497
498.0,Anna Liz,Mendonça,Dolphin,Electrical system faults,31.0,000498
499.0,Maria Cecília,Novais,Dolphin,Charging issues,5.0,000499
500.0,Laís,Leão,Dolphin,Charging issues,12.0,000500
501.0,Sophia,Farias,Dolphin,Tire replacement,14.0,000501
502.0,Emanuel,Sampaio,Dolphin,Electric motor failure,15.0,000502
503.0,Helena,Azevedo,Yuan,Charging port issues,7.0,000503
504.0,Mirella,Santos,Tan,Electric motor failure,9.0,000504
505.0,Anna Liz,Gonçalves,Tan,Charging port issues,3.0,000505
506.0,Alice,Novaes,Dolphin,Battery degradation,7.0,000506
507.0,Nicole,Gonçalves,Yuan,Charging port issues,2.0,000507
508.0,Clarice,Marques,Dolphin,Range anxiety,17.0,000508
509.0,Marcela,Nascimento,Dolphin,Battery degradation,39.0,000509
510.0,Rael,da Conceição,Tan,Cooling system issues,27.0,000510
511.0,Vitor,Macedo,Yuan,Charging port issues,44.0,000511
512.0,Isabelly,Azevedo,Dolphin,Range anxiety,40.0,000512
513.0,João Gabriel,Moraes,Dolphin,Electrical system faults,42.0,000513
514.0,Maria Sophia,da Luz,Yuan,Charging issues,35.0,000514
515.0,José Miguel,Garcia,Han,Charging issues,40.0,000515
516.0,Cecília,Santos,Dolphin,Wiring problems,3.0,000516
517.0,Aurora,Rocha,Dolphin,Battery management system failure,20.0,000517
518.0,Matheus,Casa Grande,Dolphin,Charging issues,33.0,000518
519.0,Ayla,Pires,Dolphin,Regenerative braking issues,15.0,000519
520.0,Pietra,Lima,Han,Battery management system failure,14.0,000520
521.0,Henry Gabriel,Camargo,Dolphin,Suspension problems,30.0,000521
522.0,Aylla,Porto,Dolphin,Tire replacement,27.0,000522
523.0,Igor,da Costa,Dolphin,Electric motor failure,26.0,000523
524.0,Thales,Alves,Dolphin,Range anxiety,24.0,000524
525.0,Liam,Camargo,Dolphin,Brake system maintenance,18.0,000525
526.0,Vicente,da Costa,Yuan,Windshield replacement,46.0,000526
527.0,Gael,Vieira,Dolphin,Battery management system failure,23.0,000527
528.0,Maria Vitória,Andrade,Dolphin,Suspension problems,35.0,000528
529.0,Davi Lucca,Pimenta,Dolphin,Overheating of battery,43.0,000529
530.0,Clarice,Barros,Yuan,Battery management system failure,25.0,000530
531.0,João Vitor,Caldeira,Dolphin,Battery degradation,1.0,000531
532.0,Henry Gabriel,Lopes,Dolphin,Fluid top-up,19.0,000532
533.0,Rebeca,Moura,Han,Wiring problems,50.0,000533
534.0,Rafaela,Melo,Dolphin,Electric motor failure,19.0,000534
535.0,Anthony Gabriel,Nogueira,Dolphin,Overheating of battery,21.0,000535
536.0,Dante,da Paz,Dolphin,Battery degradation,24.0,000536
537.0,Matteo,Melo,Yuan,Battery degradation,11.0,000537
538.0,Eloá,Cavalcanti,Tan,Overheating of battery,25.0,000538
539.0,Cauã,Souza,Yuan,Charging port issues,20.0,000539
540.0,José Miguel,Mendes,Dolphin,Battery degradation,22.0,000540
541.0,Valentina,Silva,Tan,Battery management system failure,26.0,000541
542.0,Benício,Fonseca,Han,Battery degradation,36.0,000542
543.0,Maria Luísa,Cirino,Yuan,Regenerative braking issues,19.0,000543
544.0,Isis,Fernandes,Dolphin,Electrical system faults,31.0,000544
545.0,Sophie,Duarte,Dolphin,Battery degradation,15.0,000545
546.0,Eloá,Pimenta,Seal,Cabin filter replacement,6.0,000546
547.0,Maria Sophia,da Luz,Tan,Electrical system faults,32.0,000547
548.0,Benício,Novais,Dolphin,Climate control system issues,16.0,000548
549.0,João Vitor,Rezende,Dolphin,Wiring problems,48.0,000549
550.0,Eduardo,Vargas,Dolphin,Battery management system failure,35.0,000550
551.0,Pedro Henrique,Peixoto,Dolphin,Electrical system faults,40.0,000551
552.0,Daniela,Brito,Dolphin,Electrical system faults,49.0,000552
553.0,Maria Sophia,Dias,Han,Battery management system failure,12.0,000553
554.0,Cauã,Ferreira,Seal,Battery management system failure,25.0,000554
555.0,Augusto,Machado,Han,Regenerative braking issues,24.0,000555
556.0,Sara,Borges,Tan,Charging port issues,47.0,000556
557.0,Ana Laura,Freitas,Dolphin,Electric motor failure,19.0,000557
558.0,Benício,Pacheco,Seal,Brake system maintenance,7.0,000558
559.0,Bruna,Câmara,Yuan,Cooling system issues,42.0,000559
560.0,Ana Beatriz,da Luz,Dolphin,Overheating of battery,48.0,000560
561.0,Luara,Machado,Yuan,Battery degradation,25.0,000561
562.0,Amanda,Vieira,Han,Battery management system failure,4.0,000562
563.0,Yuri,Ferreira,Tan,Battery degradation,1.0,000563
564.0,Clara,Siqueira,Yuan,Windshield replacement,22.0,000564
565.0,Augusto,Aparecida,Yuan,Battery management system failure,41.0,000565
566.0,Fernanda,Fogaça,Dolphin,Windshield replacement,38.0,000566
567.0,Ana Liz,da Rocha,Dolphin,Electrical system faults,44.0,000567
568.0,Vitor Gabriel,Farias,Dolphin,Inverter problems,47.0,000568
569.0,Evelyn,Viana,Han,Suspension problems,39.0,000569
570.0,Bento,Gonçalves,Dolphin,Tire replacement,36.0,000570
571.0,Mariah,Silveira,Dolphin,Battery management system failure,32.0,000571
572.0,Ian,Vargas,Dolphin,Electrical system faults,40.0,000572
573.0,Bernardo,da Rocha,Dolphin,Overheating of battery,43.0,000573
574.0,Stephany,Castro,Dolphin,Electric motor failure,37.0,000574
575.0,Bianca,Aragão,Dolphin,Inconsistent charging,42.0,000575
576.0,José Pedro,Mendonça,Dolphin,Inconsistent charging,44.0,000576
577.0,Guilherme,Rodrigues,Tan,Brake system maintenance,6.0,000577
578.0,Arthur Miguel,Rodrigues,Tan,Regenerative braking issues,40.0,000578
579.0,Stella,Leão,Han,Charging issues,42.0,000579
580.0,Maria Helena,Moura,Seal,Tire replacement,32.0,000580
581.0,Davi Miguel,Novaes,Han,Charging issues,18.0,000581
582.0,Clara,Duarte,Yuan,Regenerative braking issues,39.0,000582
583.0,Bruno,Ribeiro,Seal,Charging issues,16.0,000583
584.0,Otávio,Costela,Tan,Charging port issues,22.0,000584
585.0,Bento,Moura,Dolphin,Charging issues,41.0,000585
586.0,Ana Liz,Macedo,Tan,Charging issues,10.0,000586
587.0,Emilly,da Rocha,Dolphin,Overheating of battery,3.0,000587
588.0,Hellena,Abreu,Yuan,Electric motor failure,34.0,000588
589.0,Maria Helena,Novaes,Yuan,Battery management system failure,11.0,000589
590.0,João Pedro,Rios,Yuan,Regenerative braking issues,4.0,000590
591.0,Camila,Souza,Dolphin,Climate control system issues,40.0,000591
592.0,Maria Flor,Abreu,Dolphin,Charging issues,43.0,000592
593.0,João Pedro,Cardoso,Dolphin,Cabin filter replacement,40.0,000593
594.0,Ana Vitória,Sampaio,Dolphin,Charging issues,10.0,000594
595.0,Davi Lucca,Machado,Dolphin,Software glitches,37.0,000595
596.0,Lorena,Leão,Yuan,Suspension problems,19.0,000596
597.0,João Pedro,Mendes,Han,Charging issues,30.0,000597
598.0,Helena,Freitas,Seal,Charging issues,50.0,000598
599.0,Bruno,Camargo,Dolphin,Battery management system failure,24.0,000599
600.0,Caio,Silveira,Dolphin,Charging issues,28.0,000600
601.0,Mathias,Fogaça,Dolphin,Charging issues,35.0,000601
602.0,Maria,Nascimento,Dolphin,Cooling system issues,44.0,000602
603.0,Luana,Casa Grande,Tan,Battery management system failure,25.0,000603
604.0,Bianca,Sampaio,Seal,Battery degradation,21.0,000604
605.0,Melissa,Costa,Dolphin,Software glitches,35.0,000605
606.0,Theo,Montenegro,Seal,Electric motor failure,13.0,000606
607.0,Nicole,Farias,Tan,Battery management system failure,37.0,000607
608.0,Hadassa,Ferreira,Han,Range anxiety,21.0,000608
609.0,Daniel,Gomes,Yuan,Charging issues,32.0,000609
610.0,Maria Isis,Azevedo,Dolphin,Inconsistent charging,42.0,000610
611.0,Luara,Brito,Dolphin,Inverter problems,39.0,000611
612.0,Isadora,Costa,Dolphin,Electrical system faults,12.0,000612
613.0,Benício,Vargas,Dolphin,Battery degradation,22.0,000613
614.0,Cecília,Costa,Tan,Wiring problems,41.0,000614
615.0,Alana,Barros,Han,Battery management system failure,15.0,000615
616.0,Manuella,Lopes,Dolphin,Charging port issues,32.0,000616
617.0,Enrico,Lima,Dolphin,Electric motor failure,27.0,000617
618.0,Melissa,Almeida,Dolphin,Battery degradation,22.0,000618
619.0,Vinicius,Brito,Dolphin,Charging issues,14.0,000619
620.0,Laís,Fogaça,Seal,Battery degradation,34.0,000620
621.0,Jade,Nascimento,Yuan,Charging issues,28.0,000621
622.0,Nicole,Costela,Dolphin,Vehicle control system failures,40.0,000622
623.0,Juan,Moraes,Dolphin,Battery degradation,39.0,000623
624.0,Carlos Eduardo,Novais,Dolphin,Range anxiety,14.0,000624
625.0,Lucas,Vargas,Dolphin,Regenerative braking issues,32.0,000625
626.0,Eloah,Cardoso,Dolphin,Overheating of battery,45.0,000626
627.0,Davi Lucca,Fogaça,Yuan,Range anxiety,40.0,000627
628.0,Nina,Correia,Dolphin,Battery degradation,3.0,000628
629.0,Maria Cecília,Campos,Dolphin,Battery degradation,28.0,000629
630.0,Theo,Silva,Yuan,Regenerative braking issues,34.0,000630
631.0,Pedro Lucas,Santos,Dolphin,Overheating of battery,50.0,000631
632.0,José,Duarte,Han,Overheating of battery,48.0,000632
633.0,Larissa,Câmara,Yuan,Battery overheating,11.0,000633
634.0,Agatha,Pereira,Tan,Regenerative braking issues,9.0,000634
635.0,Maria Julia,Casa Grande,Yuan,Vehicle control system failures,9.0,000635
636.0,Lucas Gabriel,Correia,Han,Wiring problems,15.0,000636
637.0,Maitê,Nunes,Yuan,Cooling system issues,45.0,000637
638.0,Antônio,Barbosa,Dolphin,Battery degradation,30.0,000638
639.0,Emanuelly,Rodrigues,Yuan,Battery degradation,13.0,000639
640.0,Henry,Pimenta,Dolphin,Electric motor failure,32.0,000640
641.0,Bella,Abreu,Seal,Battery degradation,48.0,000641
642.0,Alexia,Camargo,Tan,Battery degradation,4.0,000642
643.0,Valentim,Andrade,Dolphin,Range anxiety,37.0,000643
644.0,Ana Sophia,Nunes,Dolphin,Battery degradation,49.0,000644
645.0,Murilo,Mendonça,Dolphin,Cooling system issues,39.0,000645
646.0,Davi Luiz,Pinto,Dolphin,Cooling system issues,24.0,000646
647.0,Antonella,Ribeiro,Tan,Charging issues,43.0,000647
648.0,Lucca,Nunes,Dolphin,Battery degradation,36.0,000648
649.0,Francisco,Lopes,Dolphin,Climate control system issues,7.0,000649
650.0,Fernanda,Silveira,Dolphin,Battery degradation,44.0,000650
651.0,Bárbara,Costa,Dolphin,Cabin filter replacement,1.0,000651
652.0,Olívia,Freitas,Dolphin,Electrical system faults,44.0,000652
653.0,João Pedro,Novais,Dolphin,Tire replacement,5.0,000653
654.0,Oliver,da Rosa,Dolphin,Charging issues,15.0,000654
655.0,Davi Miguel,Brito,Dolphin,Brake system maintenance,22.0,000655
656.0,Gabrielly,Cavalcante,Tan,Range anxiety,47.0,000656
657.0,Josué,Siqueira,Han,Charging issues,46.0,000657
658.0,Lucas,Farias,Tan,Charging issues,18.0,000658
659.0,Esther,Pimenta,Dolphin,Battery management system failure,29.0,000659
660.0,Lunna,da Cunha,Tan,Charging issues,45.0,000660
661.0,Ravy,Machado,Seal,Electrical system faults,3.0,000661
662.0,Elisa,Farias,Tan,Suspension problems,14.0,000662
663.0,Vitor,Albuquerque,Dolphin,Charging issues,42.0,000663
664.0,Enrico,Cavalcanti,Dolphin,Electric motor failure,21.0,000664
665.0,Larissa,Cardoso,Dolphin,Range anxiety,6.0,000665
666.0,Ana Luiza,Vieira,Dolphin,Range anxiety,11.0,000666
667.0,Letícia,Borges,Dolphin,Range anxiety,10.0,000667
668.0,Caleb,da Conceição,Dolphin,Charging issues,31.0,000668
669.0,André,Santos,Dolphin,Brake system maintenance,49.0,000669
670.0,Erick,Garcia,Dolphin,Battery management system failure,13.0,000670
671.0,Lorenzo,Azevedo,Dolphin,Inverter problems,3.0,000671
672.0,Maysa,Costa,Yuan,Inverter problems,45.0,000672
673.0,Alícia,Gonçalves,Dolphin,Battery management system failure,1.0,000673
674.0,João Miguel,Farias,Seal,Windshield replacement,25.0,000674
675.0,Rhavi,Camargo,Dolphin,Inverter problems,36.0,000675
676.0,Luara,Andrade,Yuan,Charging issues,42.0,000676
677.0,Thomas,Camargo,Dolphin,Range anxiety,23.0,000677
678.0,Vicente,da Mota,Dolphin,Charging issues,17.0,000678
679.0,Alana,Sales,Dolphin,Range anxiety,34.0,000679
680.0,Carolina,Marques,Dolphin,Battery management system failure,20.0,000680
681.0,Ágatha,Sampaio,Dolphin,Overheating of battery,24.0,000681
682.0,Miguel,Cirino,Dolphin,Charging port issues,21.0,000682
683.0,Luiz Otávio,Costa,Han,Brake system maintenance,14.0,000683
684.0,Liz,Aragão,Han,Battery degradation,43.0,000684
685.0,Pedro,Teixeira,Yuan,Battery degradation,35.0,000685
686.0,Sara,Porto,Dolphin,Windshield replacement,48.0,000686
687.0,Nathan,Camargo,Dolphin,Battery degradation,26.0,000687
688.0,José,Fogaça,Yuan,Charging issues,20.0,000688
689.0,Yasmin,Silveira,Yuan,Range anxiety,8.0,000689
690.0,Lorenzo,Lopes,Dolphin,Suspension problems,14.0,000690
691.0,Gabriela,Campos,Dolphin,Battery degradation,33.0,000691
692.0,André,Cavalcanti,Yuan,Cabin filter replacement,30.0,000692
693.0,Paulo,Rezende,Dolphin,Suspension problems,16.0,000693
694.0,Otávio,Rios,Dolphin,Electric motor failure,41.0,000694
695.0,João Felipe,Abreu,Yuan,Vehicle control system failures,30.0,000695
696.0,José Miguel,Fernandes,Yuan,Battery management system failure,6.0,000696
697.0,Eloá,Andrade,Tan,Windshield replacement,4.0,000697
698.0,Davi Lucas,Santos,Dolphin,Battery degradation,24.0,000698
699.0,Gael Henrique,Mendes,Dolphin,Electric motor failure,18.0,000699
700.0,Maysa,Andrade,Dolphin,Electric motor failure,40.0,000700
701.0,Mateus,Câmara,Yuan,Battery degradation,30.0,000701
702.0,Noah,Pinto,Dolphin,Charging issues,46.0,000702
703.0,Dante,Garcia,Yuan,Cabin filter replacement,39.0,000703
704.0,Otto,Duarte,Dolphin,Cabin filter replacement,12.0,000704
705.0,Maysa,Ribeiro,Tan,Battery management system failure,11.0,000705
706.0,Miguel,da Cruz,Dolphin,Regenerative braking issues,46.0,000706
707.0,Ravi,Nascimento,Yuan,Windshield replacement,34.0,000707
